timestamp,battery,Tdb_BME680,RH_BME680,P_BME680,Alt_BME680,TVOC,ECO2,RCO2,Tdb_scd30,RH_scd30,Lux,PM1,PM25,PM10,Air,sensor_SD,note,sensor_note,Coord_X_m,Coord_Y_m,Coord_Z_m,Position_HumanReadable,Wkdy(EST),Hour(EST),Month(EST),TOD(EST)
2019-09-22 19:30:00+00:00,4.2045104028,28.09,31.690000000000005,102.3,-117.48,686.0,1119.0,794.0,30.01,30.329999999999995,-98.0,-99.0,0.0,-99.0,0.29800000000000004,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,15,9,1530
2019-09-22 19:35:00+00:00,4.3468307496000005,28.09,31.690000000000005,102.3,-117.48,686.0,1119.0,794.0,30.01,30.329999999999995,-98.0,-99.0,0.0,-99.0,0.28800000000000003,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,15,9,1535
2019-09-22 19:40:00+00:00,4.4449846745,28.09,31.69,102.3,-117.48,686.0,1119.0,794.0,30.01,30.33,-98.0,-99.0,0.0,-99.0,0.3325,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,15,9,1540
2019-09-22 19:45:00+00:00,4.2197750092,28.09,31.690000000000005,102.3,-117.48,686.0,1119.0,794.0,30.01,30.329999999999995,-98.0,-99.0,0.0,-99.0,0.326,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,15,9,1545
2019-09-22 19:50:00+00:00,4.33975970725,28.09,31.69,102.3,-117.48,686.0,1119.0,794.0,30.01,30.33,-98.0,-99.0,0.0,-99.0,0.29,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,15,9,1550
2019-09-22 19:55:00+00:00,4.319668674399999,28.09,31.690000000000005,102.3,-117.48,686.0,1119.0,794.0,30.01,30.329999999999995,-98.0,-99.0,0.0,-99.0,0.3200000000000001,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,15,9,1555
2019-09-22 20:00:00+00:00,4.2341417314,28.09,31.690000000000005,102.3,-117.48,686.0,1119.0,794.0,30.01,30.329999999999995,-98.0,-99.0,0.0,-99.0,0.28800000000000003,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,16,9,1600
2019-09-22 20:05:00+00:00,4.428990364,28.09,31.69,102.3,-117.48,686.0,1119.0,794.0,30.01,30.33,-98.0,-99.0,0.0,-99.0,0.275,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,16,9,1605
2019-09-22 20:10:00+00:00,4.2411005974,28.09,31.690000000000005,102.3,-117.48,686.0,1119.0,794.0,30.01,30.329999999999995,-98.0,-99.0,0.0,-99.0,0.336,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,16,9,1610
2019-09-22 20:15:00+00:00,4.22527480125,28.09,31.69,102.3,-117.48,686.0,1119.0,794.0,30.01,30.33,-98.0,-99.0,0.0,-99.0,0.2775,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,16,9,1615
2019-09-22 20:20:00+00:00,4.4384184838000005,28.09,31.690000000000005,102.3,-117.48,686.0,1119.0,794.0,30.01,30.329999999999995,-98.0,-99.0,0.0,-99.0,0.266,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,16,9,1620
2019-09-22 20:25:00+00:00,4.2397538184,28.09,31.690000000000005,102.3,-117.48,686.0,1119.0,794.0,30.01,30.329999999999995,-98.0,-99.0,0.0,-99.0,0.27399999999999997,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,16,9,1625
2019-09-22 20:30:00+00:00,4.3521060945,28.09,31.69,102.3,-117.48,686.0,1119.0,794.0,30.01,30.33,-98.0,-99.0,0.0,-99.0,0.2425,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,16,9,1630
2019-09-22 20:35:00+00:00,4.42921505,28.09,31.690000000000005,102.3,-117.48,686.0,1119.0,794.0,30.01,30.329999999999995,-98.0,-99.0,0.0,-99.0,0.278,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,16,9,1635
2019-09-22 20:40:00+00:00,4.21068370325,28.09,31.69,102.3,-117.48,686.0,1119.0,794.0,30.01,30.33,-98.0,-99.0,0.0,-99.0,0.26,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,16,9,1640
2019-09-22 20:45:00+00:00,4.3926247598,28.09,31.690000000000005,102.3,-117.48,686.0,1119.0,794.0,30.01,30.329999999999995,-98.0,-99.0,0.0,-99.0,0.22000000000000006,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,16,9,1645
2019-09-22 20:50:00+00:00,4.3710744858,28.09,31.690000000000005,102.3,-117.48,686.0,1119.0,794.0,30.01,30.329999999999995,-98.0,-99.0,0.0,-99.0,0.204,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,16,9,1650
2019-09-22 20:55:00+00:00,4.309174180000001,28.09,31.69,102.3,-117.48,686.0,1119.0,794.0,30.01,30.33,-98.0,-99.0,0.0,-99.0,0.2475,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,16,9,1655
2019-09-22 21:00:00+00:00,4.3641157152000005,28.09,31.690000000000005,102.3,-117.48,686.0,1119.0,794.0,30.01,30.329999999999995,-98.0,-99.0,0.0,-99.0,0.24600000000000002,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,17,9,1700
2019-09-22 21:05:00+00:00,4.4402143955,28.09,31.69,102.3,-117.48,686.0,1119.0,794.0,30.01,30.33,-98.0,-99.0,0.0,-99.0,0.2725,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,17,9,1705
2019-09-22 21:10:00+00:00,4.256140804399998,28.09,31.690000000000005,102.3,-117.48,686.0,1119.0,794.0,30.01,30.329999999999995,-98.0,-99.0,0.0,-99.0,0.21,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,17,9,1710
2019-09-22 21:15:00+00:00,4.3030570986,28.09,31.690000000000005,102.3,-117.48,686.0,1119.0,794.0,30.01,30.329999999999995,-98.0,-99.0,0.0,-99.0,0.254,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,17,9,1715
2019-09-22 21:20:00+00:00,4.400088668,28.09,31.69,102.3,-117.48,686.0,1119.0,794.0,30.01,30.33,-98.0,-99.0,0.0,-99.0,0.26,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,17,9,1720
2019-09-22 21:25:00+00:00,4.3109139444,28.09,31.690000000000005,102.3,-117.48,686.0,1119.0,794.0,30.01,30.329999999999995,-98.0,-99.0,0.0,-99.0,0.226,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,17,9,1725
2019-09-22 21:30:00+00:00,4.457050443,28.09,31.69,102.3,-117.48,686.0,1119.0,794.0,30.01,30.33,-98.0,-99.0,0.0,-99.0,0.25,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,17,9,1730
2019-09-22 21:35:00+00:00,4.329096794000002,28.09,31.690000000000005,102.3,-117.48,686.0,1119.0,794.0,30.01,30.329999999999995,-98.0,-99.0,0.0,-99.0,0.212,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,17,9,1735
2019-09-22 21:40:00+00:00,4.3708500864,28.09,31.690000000000005,102.3,-117.48,686.0,1119.0,794.0,30.01,30.329999999999995,-98.0,-99.0,0.0,-99.0,0.168,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,17,9,1740
2019-09-22 21:45:00+00:00,4.38661992575,28.09,31.69,102.3,-117.48,686.0,1119.0,794.0,30.01,30.33,-98.0,-99.0,0.0,-99.0,0.2075,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,17,9,1745
2019-09-22 21:50:00+00:00,4.3576057436,28.09,31.690000000000005,102.3,-117.48,686.0,1119.0,794.0,30.01,30.329999999999995,-98.0,-99.0,0.0,-99.0,0.21,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,17,9,1750
2019-09-22 21:55:00+00:00,4.25221240525,28.09,31.69,102.3,-117.48,686.0,1119.0,794.0,30.01,30.33,-98.0,-99.0,0.0,-99.0,0.195,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,17,9,1755
2019-09-22 22:00:00+00:00,4.471417141,28.09,31.690000000000005,102.3,-117.48,686.0,1119.0,794.0,30.01,30.329999999999995,-98.0,-99.0,0.0,-99.0,0.17800000000000002,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,18,9,1800
2019-09-22 22:05:00+00:00,4.3818496705999985,28.09,31.690000000000005,102.3,-117.48,686.0,1119.0,794.0,30.01,30.329999999999995,-98.0,-99.0,0.0,-99.0,0.172,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,18,9,1805
2019-09-22 22:10:00+00:00,4.355192661499999,28.09,31.69,102.3,-117.48,686.0,1119.0,794.0,30.01,30.33,-98.0,-99.0,0.0,-99.0,0.1775,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,18,9,1810
2019-09-22 22:15:00+00:00,4.4170928956,28.09,31.690000000000005,102.3,-117.48,686.0,1119.0,794.0,30.01,30.329999999999995,-98.0,-99.0,0.0,-99.0,0.126,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,18,9,1815
2019-09-22 22:20:00+00:00,4.46210122125,28.09,31.69,102.3,-117.48,686.0,1119.0,794.0,30.01,30.33,-98.0,-99.0,0.0,-99.0,0.1325,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,18,9,1820
2019-09-22 22:25:00+00:00,4.3088936806000016,28.09,31.690000000000005,102.3,-117.48,686.0,1119.0,794.0,30.01,30.329999999999995,-98.0,-99.0,0.0,-99.0,0.136,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,18,9,1825
2019-09-22 22:30:00+00:00,4.3048529626,28.09,31.690000000000005,102.3,-117.48,686.0,1119.0,794.0,30.01,30.329999999999995,-98.0,-99.0,0.0,-99.0,0.14600000000000002,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,18,9,1830
2019-09-22 22:35:00+00:00,4.420853019,28.09,31.69,102.3,-117.48,686.0,1119.0,794.0,30.01,30.33,-98.0,-99.0,0.0,-99.0,0.19,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,18,9,1835
2019-09-22 22:40:00+00:00,4.3454838756,28.09,31.690000000000005,102.3,-117.48,686.0,1119.0,794.0,30.01,30.329999999999995,-98.0,-99.0,0.0,-99.0,0.128,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,18,9,1840
2019-09-22 22:45:00+00:00,4.5055942535,28.09,31.69,102.3,-117.48,686.0,1119.0,794.0,30.01,30.33,-98.0,-99.0,0.0,-99.0,0.1175,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,18,9,1845
2019-09-22 22:50:00+00:00,4.2756705286,28.09,31.690000000000005,102.3,-117.48,686.0,1119.0,794.0,30.01,30.329999999999995,-98.0,-99.0,0.0,-99.0,0.14,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,18,9,1850
2019-09-22 22:55:00+00:00,4.3847679138,28.09,31.690000000000005,102.3,-117.48,686.0,1119.0,794.0,30.01,30.329999999999995,-98.0,-99.0,0.0,-99.0,0.16399999999999998,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,18,9,1855
2019-09-22 23:00:00+00:00,4.50896143925,28.09,31.69,102.3,-117.48,686.0,1119.0,794.0,30.01,30.33,-98.0,-99.0,0.0,-99.0,0.1175,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,19,9,1900
2019-09-22 23:05:00+00:00,4.3573813438,28.09,31.690000000000005,102.3,-117.48,686.0,1119.0,794.0,30.01,30.329999999999995,-98.0,-99.0,0.0,-99.0,0.09,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,19,9,1905
2019-09-22 23:10:00+00:00,4.3010368347500005,28.09,31.69,102.3,-117.48,686.0,1119.0,794.0,30.01,30.33,-98.0,-99.0,0.0,-99.0,0.1225,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,19,9,1910
2019-09-22 23:15:00+00:00,4.4869063378,28.09,31.690000000000005,102.3,-117.48,686.0,1119.0,794.0,30.01,30.329999999999995,-98.0,-99.0,0.0,-99.0,0.16599999999999998,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,19,9,1915
2019-09-22 23:20:00+00:00,4.257936573,28.09,31.690000000000005,102.3,-117.48,686.0,1119.0,794.0,30.01,30.329999999999995,-98.0,-99.0,0.0,-99.0,0.162,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,19,9,1920
2019-09-22 23:25:00+00:00,4.3344283105,28.09,31.69,102.3,-117.48,686.0,1119.0,794.0,30.01,30.33,-98.0,-99.0,0.0,-99.0,0.1375,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,19,9,1925
2019-09-22 23:30:00+00:00,4.4503159524,28.09,31.690000000000005,102.3,-117.48,686.0,1119.0,794.0,30.01,30.329999999999995,-98.0,-99.0,0.0,-99.0,0.11800000000000002,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,19,9,1930
2019-09-22 23:35:00+00:00,4.24940645725,28.09,31.69,102.3,-117.48,686.0,1119.0,794.0,30.01,30.33,-98.0,-99.0,0.0,-99.0,0.115,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,19,9,1935
2019-09-22 23:40:00+00:00,4.424276352200001,28.09,31.690000000000005,102.3,-117.48,686.0,1119.0,794.0,30.01,30.329999999999995,-98.0,-99.0,0.0,-99.0,0.11,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,19,9,1940
2019-09-22 23:45:00+00:00,4.380951786000001,28.09,31.690000000000005,102.3,-117.48,686.0,1119.0,794.0,30.01,30.329999999999995,-98.0,-99.0,0.0,-99.0,0.128,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,19,9,1945
2019-09-22 23:50:00+00:00,4.3097355365,28.09,31.69,102.3,-117.48,686.0,1119.0,794.0,30.01,30.33,-98.0,-99.0,0.0,-99.0,0.1375,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,19,9,1950
2019-09-22 23:55:00+00:00,4.4860083582,28.09,31.690000000000005,102.3,-117.48,686.0,1119.0,794.0,30.01,30.329999999999995,-98.0,-99.0,0.0,-99.0,0.104,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,19,9,1955
2019-09-23 00:00:00+00:00,4.320117593,28.09,31.69,102.3,-117.48,686.0,1119.0,794.0,30.01,30.33,-98.0,-99.0,0.0,-99.0,0.12,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,20,9,2000
2019-09-23 00:05:00+00:00,4.426521205999999,28.09,31.690000000000005,102.3,-117.48,686.0,1119.0,794.0,30.01,30.329999999999995,-98.0,-99.0,0.0,-99.0,0.08800000000000001,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,20,9,2005
2019-09-23 00:10:00+00:00,4.3968897820000015,28.09,31.690000000000005,102.3,-117.48,686.0,1119.0,794.0,30.01,30.329999999999995,-98.0,-99.0,0.0,-99.0,0.112,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,20,9,2010
2019-09-23 00:15:00+00:00,4.4177664519999995,28.09,31.69,102.3,-117.48,686.0,1119.0,794.0,30.01,30.33,-98.0,-99.0,0.0,-99.0,0.08750000000000001,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,20,9,2015
2019-09-23 00:20:00+00:00,4.4357248308,28.09,31.690000000000005,102.3,-117.48,686.0,1119.0,794.0,30.01,30.329999999999995,-98.0,-99.0,0.0,-99.0,0.102,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,20,9,2020
2019-09-23 00:25:00+00:00,4.43656671075,28.09,31.69,102.3,-117.48,686.0,1119.0,794.0,30.01,30.33,-98.0,-99.0,0.0,-99.0,0.0925,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,20,9,2025
2019-09-23 00:30:00+00:00,4.4530097964,28.09,31.690000000000005,102.3,-117.48,686.0,1119.0,794.0,30.01,30.329999999999995,-98.0,-99.0,0.0,-99.0,0.11,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,20,9,2030
2019-09-23 00:35:00+00:00,4.3962162974000005,28.09,31.690000000000005,102.3,-117.48,686.0,1119.0,794.0,30.01,30.329999999999995,-98.0,-99.0,0.0,-99.0,0.10599999999999997,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,20,9,2035
2019-09-23 00:40:00+00:00,4.3697838785,28.09,31.69,102.3,-117.48,686.0,1119.0,794.0,30.01,30.33,-98.0,-99.0,0.0,-99.0,0.12,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,20,9,2040
2019-09-23 00:45:00+00:00,4.4449285506,28.09,31.690000000000005,102.3,-117.48,686.0,1119.0,794.0,30.01,30.329999999999995,-98.0,-99.0,0.0,-99.0,0.106,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,20,9,2045
2019-09-23 00:50:00+00:00,4.3840943575,28.09,31.69,102.3,-117.48,686.0,1119.0,794.0,30.01,30.33,-98.0,-99.0,0.0,-99.0,0.0925,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,20,9,2050
2019-09-23 00:55:00+00:00,4.4328065874,28.09,31.690000000000005,102.3,-117.48,686.0,1119.0,794.0,30.01,30.329999999999995,-98.0,-99.0,0.0,-99.0,0.098,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,20,9,2055
2019-09-23 01:00:00+00:00,4.3980121614000005,28.09,31.690000000000005,102.3,-117.48,686.0,1119.0,794.0,30.01,30.329999999999995,-98.0,-99.0,0.0,-99.0,0.078,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,21,9,2100
2019-09-23 01:05:00+00:00,4.31843388075,28.09,31.69,102.3,-117.48,686.0,1119.0,794.0,30.01,30.33,-98.0,-99.0,0.0,-99.0,0.11,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,21,9,2105
2019-09-23 01:10:00+00:00,4.3661359788,28.09,31.690000000000005,102.3,-117.48,686.0,1119.0,794.0,30.01,30.329999999999995,-98.0,-99.0,0.0,-99.0,0.108,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,21,9,2110
2019-09-23 01:15:00+00:00,4.4671519994999995,28.09,31.69,102.3,-117.48,686.0,1119.0,794.0,30.01,30.33,-98.0,-99.0,0.0,-99.0,0.095,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,21,9,2115
2019-09-23 01:20:00+00:00,4.3937470436,28.09,31.690000000000005,102.3,-117.48,686.0,1119.0,794.0,30.01,30.329999999999995,-98.0,-99.0,0.0,-99.0,0.102,protoCBAS-G,moved sensors A on bridge LTE by Haley (new)  D in Lynq loft,"protoCBAS-A, protoCBAS-D, protoCBAS-G",17.7,33.2,0.9,Hailey's cubicle (ground floor),0,21,9,2120
